if_fault_id,fault_no,status,occurrence_time,occurrence_place,train_no,train_type_desc,car_no,railway,report_position,cause_class,org_id,fault_level,fault_brief,configuration_location,intuitive_fault_object,intuitive_fault_object_id,intuitive_fault_object_desc,intuitive_fault_pattern,intuitive_fault_pattern_id,intuitive_fault_pattern_desc,reconnect_location,occurrence_time,occurrence_place,accident_level,responsibility_class,running_way,falut_environment,main_responsibility,other_responsibility,car_trips,accumulated_mileage,fault_result,start_late,end_late,fault_desc,fault_order_type,report_time,processing_date,processing_result,special_fault,safety_supervisio_fault,in_repair,startup_fault_analysis,report_person,report_part,contact_tel,real_fault_object,real_fault_object_id,real_other_fault_object_desc,real_fault_pattern,real_fault_pattern_id,real_other_fault_pattern_desc,fault_cause,other_fault_cause_desc,solution,other_solution,fault_property,diagnostic_time,initial_cause_analysis,final_cause_analysis,replace_parts,repair_location,debugging_time,total_repair_counts,repair_time,total_downtime,repair_property,initial_treatment_measures,final_treatment_measures,important_info_no,closed_loop_time
,,,,广元站进站前,,E27:2651,,,,,,,,,,,,防跳轮卡滞,,,,,广元站进站前,,,G507,,,,C7242,,,,,,,,,,,,,,,,,,,,防跳轮卡滞,,,,,补装套布,,,,,,,,,,,,,,,,
,,,,郴州西站,,E27:2652,,,,,,,,,,,,部件破损/折断,,,,,郴州西站,,,G531,,,,D2965次,,,,,,,,,,,,,,,,,,,,部件破损/折断,,,,,更换门锁,,,,,,,,,,,,,,,,
,,,,三江至从江区,,E27:2653,,,,,,,,,,,,桌板支架断裂,,,,,三江至从江区,,,南京-赣州,,,,D1616,,,,,,,,,,,,,,,,,,,,桌板支架断裂,,,,,更换新型材质ADD风管,,,,,,,,,,,,,,,,
,,,,三门峡南-西安北区间,,E27:2654,,,,,,,,,,,,控制面板故障,,,,,三门峡南-西安北区间,,,郑州东-杭州东,,,,C2904,,,,,,,,,,,,,,,,,,,,控制面板故障,,,,,调整盖板,,,,,,,,,,,,,,,,
,,,,郑州东到许昌东区间,,E27:2655,,,,,,,,,,,,接线断股,,,,,郑州东到许昌东区间,,,西南北-南宁东,,,,DJ8574,,,,,,,,,,,,,,,,,,,,接线断股,,,,,更换支架,,,,,,,,,,,,,,,,
,,,,昆明南-弥勒,,E27:2656,,,,,,,,,,,,开关门卡滞,,,,,昆明南-弥勒,,,上海-北京南,,,,D5590,,,,,,,,,,,,,,,,,,,,开关门卡滞,,,,,擦拭/打磨触点,,,,,,,,,,,,,,,,
,,,,长沙南-怀化南,,E27:2657,,,,,,,,,,,,不同步,,,,,长沙南-怀化南,,,上海虹桥--北京南,,,,G6734,,,,,,,,,,,,,,,,,,,,不同步,,,,,擦拭后重点跟踪,,,,,,,,,,,,,,,,
,,,,杭州东,,E27:2658,,,,,,,,,,,,裂纹/破损/变形/划伤,,,,,杭州东,,,南宁东-广州南,,,,D5089,,,,,,,,,,,,,,,,,,,,裂纹/破损/变形/划伤,,,,,更换冷却器油堵及密封圈,,,,,,,,,,,,,,,,
,,,,随州到枣阳,,E27:2659,,,,,,,,,,,,错位脱出,,,,,随州到枣阳,,,成都东-武汉,,,,G858,,,,,,,,,,,,,,,,,,,,错位脱出,,,,,更换PLC,,,,,,,,,,,,,,,,
,,,,岳阳东-汨罗东,,E27:2660,,,,,,,,,,,,打风能力不足,,,,,岳阳东-汨罗东,,,D3007,,,,G1135,,,,,,,,,,,,,,,,,,,,打风能力不足,,,,,调节到位开关安装尺寸,,,,,,,,,,,,,,,,
,,,,鹤壁东-石家庄,,E27:2661,,,,,,,,,,,,碎裂,,,,,鹤壁东-石家庄,,,贵阳北至广州南,,,,D4180,,,,,,,,,,,,,,,,,,,,碎裂,,,,,更换阀板,,,,,,,,,,,,,,,,
,,,,凯里南-铜仁南,,E27:2662,,,,,,,,,,,,润滑油变质/发黑,,,,,凯里南-铜仁南,,,达州-成都东,,,,D6151,,,,,,,,,,,,,,,,,,,,润滑油变质/发黑,,,,,更换空压机内压缩机,,,,,,,,,,,,,,,,
,,,,益阳站,,E27:2663,,,,,,,,,,,,电源指示灯故障,,,,,益阳站,,,上饶-昆明南,,,,D8560次,,,,,,,,,,,,,,,,,,,,电源指示灯故障,,,,,更换止回阀,,,,,,,,,,,,,,,,
,,,,虎门-广州南区间,,E27:2664,,,,,,,,,,,,脏污,,,,,虎门-广州南区间,,,西安北−广州南,,,,D202,,,,,,,,,,,,,,,,,,,,脏污,,,,,更换低压管连接处密封垫，并重新抽氟加氟,,,,,,,,,,,,,,,,
,,,,北京西-重庆北,,E27:2665,,,,,,,,,,,,线插松动,,,,,北京西-重庆北,,,潮汕11:50-深圳北14:07,,,,D3256,,,,,,,,,,,,,,,,,,,,线插松动,,,,,更换防护罩,,,,,,,,,,,,,,,,
,,,,建宁县北-泰宁,,E27:2666,,,,,,,,,,,,亏电,,,,,建宁县北-泰宁,,,成都东-郑州,,,,G8539,,,,,,,,,,,,,,,,,,,,亏电,,,,,更换DTC模块,,,,,,,,,,,,,,,,
,,,,佛坪至汉中,,E27:2667,,,,,,,,,,,,继电器故障,,,,,佛坪至汉中,,,南京-上海虹桥,,,,D3322,,,,,,,,,,,,,,,,,,,,继电器故障,,,,,紧固内部接线,,,,,,,,,,,,,,,,
,,,,重庆西-遵义站间,,E27:2668,,,,,,,,,,,,变形、划伤、磕碰伤,,,,,重庆西-遵义站间,,,南昌西-杭州东,,,,G1901,,,,,,,,,,,,,,,,,,,,变形、划伤、磕碰伤,,,,,更换位置传感器,,,,,,,,,,,,,,,,
,,,,郑州东-石家庄,,E27:2669,,,,,,,,,,,,不能启动,,,,,郑州东-石家庄,,,南昌西—三明北,,,,D3263,,,,,,,,,,,,,,,,,,,,不能启动,,,,,更换客室空调冷凝器,,,,,,,,,,,,,,,,
,,,,福清至仙游区间,,E27:2670,,,,,,,,,,,,无法校准,,,,,福清至仙游区间,,,广州南？成都,,,,D5607,,,,,,,,,,,,,,,,,,,,无法校准,,,,,更换高/低压缸垫圈破损,,,,,,,,,,,,,,,,
,,,,绍兴东站,,E27:2671,,,,,,,,,,,,杂质渗入,,,,,绍兴东站,,,D8319,,,,D2861,,,,,,,,,,,,,,,,,,,,杂质渗入,,,,,更换管接头,,,,,,,,,,,,,,,,
,,,,嘉兴南站,,E27:2672,,,,,,,,,,,,真空压力不足,,,,,嘉兴南站,,,成都东-广元,,,,DJ7675,,,,,,,,,,,,,,,,,,,,真空压力不足,,,,,修补,,,,,,,,,,,,,,,,
,,,,德清-湖州区间,,E27:2673,,,,,,,,,,,,螺栓松动,,,,,德清-湖州区间,,,G165,,,,G435,,,,,,,,,,,,,,,,,,,,螺栓松动,,,,,断电大复位,,,,,,,,,,,,,,,,
,,,,福田站,,E27:2674,,,,,,,,,,,,GPS主板故障,,,,,福田站,,,南京所-南京,,,,D6527次,,,,,,,,,,,,,,,,,,,,GPS主板故障,,,,,调整内端门高度,,,,,,,,,,,,,,,,
,,,,石家庄-南宁东,,E27:2675,,,,,,,,,,,,导向轮裂纹/开裂,,,,,石家庄-南宁东,,,厦门-深圳北,,,,G432,,,,,,,,,,,,,,,,,,,,导向轮裂纹/开裂,,,,,更换车门音声控制器,,,,,,,,,,,,,,,,
,,,,忻州西站,,E27:2676,,,,,,,,,,,,电压表显示错误,,,,,忻州西站,,,D1636,,,,D3833,,,,,,,,,,,,,,,,,,,,电压表显示错误,,,,,更新故障品，并优化刀夹设计,,,,,,,,,,,,,,,,
,,,,新乡东站进站,,E27:2677,,,,,,,,,,,,温度报警,,,,,新乡东站进站,,,常州北-九江,,,,D4211,,,,,,,,,,,,,,,,,,,,温度报警,,,,,恢复调整,,,,,,,,,,,,,,,,
,,,,龙游站,,E27:2678,,,,,,,,,,,,窜出,,,,,龙游站,,,玉溪-郑州东,,,,G6707,,,,,,,,,,,,,,,,,,,,窜出,,,,,更换风挡,,,,,,,,,,,,,,,,
,,,,洛阳龙门-渑池区间,,E27:2679,,,,,,,,,,,,误动作,,,,,洛阳龙门-渑池区间,,,合肥南-安庆,,,,D1872,,,,,,,,,,,,,,,,,,,,误动作,,,,,更换风管,,,,,,,,,,,,,,,,
,,,,胶济线,,E27:2680,,,,,,,,,,,,磨损,,,,,胶济线,,,G7260,,,,G5317次,,,,,,,,,,,,,,,,,,,,磨损,,,,,更换MCU控制单元,,,,,,,,,,,,,,,,
,,,,武汉-信阳东,,E27:2681,,,,,,,,,,,,变形/脱落,,,,,武汉-信阳东,,,嘉峪关南-兰州,,,,D2708,,,,,,,,,,,,,,,,,,,,变形/脱落,,,,,更换连接器插芯,,,,,,,,,,,,,,,,
,,,,酒泉南站,,E27:2682,,,,,,,,,,,,无法接通网络,,,,,酒泉南站,,,宜昌东-武汉,,,,D3201,,,,,,,,,,,,,,,,,,,,无法接通网络,,,,,更换损伤部件,,,,,,,,,,,,,,,,
,,,,随州至厉山,,E27:2683,,,,,,,,,,,,继电器板故障,,,,,随州至厉山,,,新造出厂,,,,D3753,,,,,,,,,,,,,,,,,,,,继电器板故障,,,,,更换电开水炉炉体水箱,,,,,,,,,,,,,,,,
,,,,宝鸡南站,,E27:2684,,,,,,,,,,,,注水过滤器堵塞,,,,,宝鸡南站,,,太原南-青岛北,,,,0G6515,,,,,,,,,,,,,,,,,,,,注水过滤器堵塞,,,,,超限需更换,,,,,,,,,,,,,,,,
,,,,韶关-郴州西,,E27:2685,,,,,,,,,,,,爬电,,,,,韶关-郴州西,,,南宁东-重庆西,,,,0G15,,,,,,,,,,,,,,,,,,,,爬电,,,,,更换二极管模块,,,,,,,,,,,,,,,,
,,,,北京西电视,,E27:2686,,,,,,,,,,,,轴心偏位,,,,,北京西电视,,,重庆北6:54-青岛21:19,,,,D2529,,,,,,,,,,,,,,,,,,,,轴心偏位,,,,,封堵泄漏点，抽真空后重新加制冷剂,,,,,,,,,,,,,,,,
,,,,路试,,E27:2687,,,,,,,,,,,,部件断裂,,,,,路试,,,温州南-上海虹桥,,,,G2926/7,,,,,,,,,,,,,,,,,,,,部件断裂,,,,,更换探针,,,,,,,,,,,,,,,,
,,,,武陟-焦作区间,,E27:2688,,,,,,,,,,,,线圈断路/烧损,,,,,武陟-焦作区间,,,长沙南-香港西九龙,,,,G1312,,,,,,,,,,,,,,,,,,,,线圈断路/烧损,,,,,恢复隔离锁状态,,,,,,,,,,,,,,,,
,,,,长沙南-武汉区间,,E27:2689,,,,,,,,,,,,低压开关动作(827/875/876/877),,,,,长沙南-武汉区间,,,上海虹桥-合肥,,,,G2928/5,,,,,,,,,,,,,,,,,,,,低压开关动作(827/875/876/877),,,,,修复安装,,,,,,,,,,,,,,,,
,,,,郑州东至巩义南,,E27:2690,,,,,,,,,,,,铆钉鼓起,,,,,郑州东至巩义南,,,上海虹桥-郑州,,,,D3618,,,,,,,,,,,,,,,,,,,,铆钉鼓起,,,,,排出管路内部气体,,,,,,,,,,,,,,,,
,,,,贵阳北服务站,,E27:2691,,,,,,,,,,,,轴承失效,,,,,贵阳北服务站,,,青岛-济南西,,,,G7375,,,,,,,,,,,,,,,,,,,,轴承失效,,,,,更换底板,,,,,,,,,,,,,,,,
,,,,随州站-枣阳站,,E27:2692,,,,,,,,,,,,柜门无法关闭,,,,,随州站-枣阳站,,,南宁东15:05-武汉22:50,,,,D2513,,,,,,,,,,,,,,,,,,,,柜门无法关闭,,,,,更换钢丝绳,,,,,,,,,,,,,,,,
,,,,金山卫,,E27:2693,,,,,,,,,,,,缸罩破裂,,,,,金山卫,,,福州-重庆西,,,,G317,,,,,,,,,,,,,,,,,,,,缸罩破裂,,,,,排查供电线路设施,,,,,,,,,,,,,,,,
,,,,咸阳秦都,,E27:2694,,,,,,,,,,,,存储空间不足,,,,,咸阳秦都,,,九江-杭州东,,,,D2521,,,,,,,,,,,,,,,,,,,,存储空间不足,,,,,重新压针,,,,,,,,,,,,,,,,
,,,,衡山西-郴州西,,E27:2695,,,,,,,,,,,,全列/多辆车杂音,,,,,衡山西-郴州西,,,西安北—大荔,,,,0D2689,,,,,,,,,,,,,,,,,,,,全列/多辆车杂音,,,,,更新网压表,,,,,,,,,,,,,,,,
,,,,合肥南站,,E27:2696,,,,,,,,,,,,桌板松动,,,,,合肥南站,,,重庆西-贵阳北,,,,DJ7622,,,,,,,,,,,,,,,,,,,,桌板松动,,,,,打磨并补焊,,,,,,,,,,,,,,,,
,,,,桂平至南宁东区间,,E27:2697,,,,,,,,,,,,偏心,,,,,桂平至南宁东区间,,,嘉峪关南-兰州西,,,,G546,,,,,,,,,,,,,,,,,,,,偏心,,,,,更换开关门电磁阀,,,,,,,,,,,,,,,,
,,,,北京西-保定东,,E27:2698,,,,,,,,,,,,防松铁丝断裂,,,,,北京西-保定东,,,郑州-新郑机场,,,,D353,,,,,,,,,,,,,,,,,,,,防松铁丝断裂,,,,,更换指示灯,,,,,,,,,,,,,,,,
,,,,六安-金寨,,E27:2699,,,,,,,,,,,,玻璃碎裂,,,,,六安-金寨,,,G1561/0,,,,G78,,,,,,,,,,,,,,,,,,,,玻璃碎裂,,,,,清洗滤网,,,,,,,,,,,,,,,,
,,,,闽清北-福州区间,,E27:2700,,,,,,,,,,,,车次无法输入,,,,,闽清北-福州区间,,,长春-北京,,,,G4924,,,,,,,,,,,,,,,,,,,,车次无法输入,,,,,重新安装锁芯,,,,,,,,,,,,,,,,
,,,,枫林站至阳新站区间,,E27:2701,,,,,,,,,,,,配合不到位,,,,,枫林站至阳新站区间,,,郑州东-北京西,,,,G26,,,,,,,,,,,,,,,,,,,,配合不到位,,,,,打磨修复处理,,,,,,,,,,,,,,,,
,,,,运城北-介休东,,E27:2702,,,,,,,,,,,,常用制动不缓解,,,,,运城北-介休东,,,龙岩-福州,,,,G6240,,,,,,,,,,,,,,,,,,,,常用制动不缓解,,,,,涂胶封堵,,,,,,,,,,,,,,,,
,,,,新造回送途中,,E27:2703,,,,,,,,,,,,过分相磁缸倾斜,,,,,新造回送途中,,,茂名-广州南,,,,G76,,,,,,,,,,,,,,,,,,,,过分相磁缸倾斜,,,,,更换到位开关,,,,,,,,,,,,,,,,
,,,,郑州东-武汉区间,,E27:2704,,,,,,,,,,,,位置传感器失效,,,,,郑州东-武汉区间,,,太原南08:00-西安北11:43,,,,D1615,,,,,,,,,,,,,,,,,,,,位置传感器失效,,,,,未超限打磨去除损伤高点,,,,,,,,,,,,,,,,
,,,,广州南服务站,,E27:2705,,,,,,,,,,,,进风管脱落,,,,,广州南服务站,,,赣州14:29-厦门18:21,,,,G822/3,,,,,,,,,,,,,,,,,,,,进风管脱落,,,,,重新调整关门限位开关,,,,,,,,,,,,,,,,
,,,,太原南-石家庄,,E27:2706,,,,,,,,,,,,出风量低,,,,,太原南-石家庄,,,长沙南站,,,,G605,,,,,,,,,,,,,,,,,,,,出风量低,,,,,更换7230板卡,,,,,,,,,,,,,,,,
,,,,石家庄-保定东区间,,E27:2707,,,,,,,,,,,,无法读取,,,,,石家庄-保定东区间,,,D5117,,,,G2983,,,,,,,,,,,,,,,,,,,,无法读取,,,,,修复变形,,,,,,,,,,,,,,,,
,,,,渭南北站,,E27:2708,,,,,,,,,,,,真空开关故障,,,,,渭南北站,,,长沙南-厦门北,,,,G259,,,,,,,,,,,,,,,,,,,,真空开关故障,,,,,重新安装传感器,,,,,,,,,,,,,,,,
,,,,深圳北-桂林北,,E27:2709,,,,,,,,,,,,货架断裂,,,,,深圳北-桂林北,,,商丘-郑州东,,,,D5885,,,,,,,,,,,,,,,,,,,,货架断裂,,,,,擦拭油迹，重新安装温度传感器并涂抹密封胶,,,,,,,,,,,,,,,,
,,,,厦门-厦门北,,E27:2710,,,,,,,,,,,,高压开关动作(344/345/352/353/388/389),,,,,厦门-厦门北,,,上海虹桥到汉口,,,,D3137/6,,,,,,,,,,,,,,,,,,,,高压开关动作(344/345/352/353/388/389),,,,,紧固防跳轮，恢复安装,,,,,,,,,,,,,,,,
,,,,衡山至郴州,,E27:2711,,,,,,,,,,,,线束绝缘破损,,,,,衡山至郴州,,,D5933,,,,D8402,,,,,,,,,,,,,,,,,,,,线束绝缘破损,,,,,清理绝缘子,,,,,,,,,,,,,,,,
,,,,嘉兴南-上海虹桥区间,,E27:2712,,,,,,,,,,,,防松标记错位,,,,,嘉兴南-上海虹桥区间,,,太原南-沈阳北,,,,G501,,,,,,,,,,,,,,,,,,,,防松标记错位,,,,,优化紧固结构,,,,,,,,,,,,,,,,
,,,,库外热备,,E27:2713,,,,,,,,,,,,松动/变形/脱落,,,,,库外热备,,,黄冈东-武汉,,,,D5126,,,,,,,,,,,,,,,,,,,,松动/变形/脱落,,,,,更换搭扣,,,,,,,,,,,,,,,,
,,,,常州站,,E27:2714,,,,,,,,,,,,胶条脱落/破损,,,,,常州站,,,武汉06:45-广州南11:11,,,,G290,,,,,,,,,,,,,,,,,,,,胶条脱落/破损,,,,,更换以太网交换机,,,,,,,,,,,,,,,,
,,,,滕州北-泰安,,E27:2715,,,,,,,,,,,,不能调节重量,,,,,滕州北-泰安,,,昆明南-深圳北,,,,g1011,,,,,,,,,,,,,,,,,,,,不能调节重量,,,,,取出异物后调试,,,,,,,,,,,,,,,,
,,,,莱阳-海阳,,E27:2716,,,,,,,,,,,,盖板保护皮损伤,,,,,莱阳-海阳,,,厦门北-重庆北,,,,G2967,,,,,,,,,,,,,,,,,,,,盖板保护皮损伤,,,,,清理冰块,,,,,,,,,,,,,,,,
,,,,重庆北-深圳北,,E27:2717,,,,,,,,,,,,异常停止,,,,,重庆北-深圳北,,,南昌西所-南昌西站,,,,G6702,,,,,,,,,,,,,,,,,,,,异常停止,,,,,更换保险丝,,,,,,,,,,,,,,,,
,,,,广元-汉中区间,,E27:2718,,,,,,,,,,,,防撞条脱落,,,,,广元-汉中区间,,,南宁—重庆西,,,,55531,,,,,,,,,,,,,,,,,,,,防撞条脱落,,,,,更坏下导轨组件,,,,,,,,,,,,,,,,
,,,,成都东—简阳南,,E27:2719,,,,,,,,,,,,配置文档损坏,,,,,成都东—简阳南,,,太原南−宝鸡南,,,,0G433,,,,,,,,,,,,,,,,,,,,配置文档损坏,,,,,更换sim卡,,,,,,,,,,,,,,,,
,,,,金华-衢州,,E27:2720,,,,,,,,,,,,闭合不到位,,,,,金华-衢州,,,南丰-南昌西,,,,G1526,,,,,,,,,,,,,,,,,,,,闭合不到位,,,,,更换LED模块,,,,,,,,,,,,,,,,
,,,,南平北至武夷山东,,E27:2721,,,,,,,,,,,,失电,,,,,南平北至武夷山东,,,D1975,,,,0031次,,,,,,,,,,,,,,,,,,,,失电,,,,,清除管路内气体,,,,,,,,,,,,,,,,
,,,,兰西动车所,,E27:2722,,,,,,,,,,,,烧蚀/放电,,,,,兰西动车所,,,广州南11:15-北京西20:56,,,,D3145,,,,,,,,,,,,,,,,,,,,烧蚀/放电,,,,,调正温度传感器位置,,,,,,,,,,,,,,,,
,,,,天津站,,E27:2723,,,,,,,,,,,,针脚断裂,,,,,天津站,,,济南西-南宁东,,,,D6535,,,,,,,,,,,,,,,,,,,,针脚断裂,,,,,更换脚踏,,,,,,,,,,,,,,,,
,,,,贺州-肇庆东,,E27:2724,,,,,,,,,,,,积尘/脏污,,,,,贺州-肇庆东,,,G7586,,,,G1013,,,,,,,,,,,,,,,,,,,,积尘/脏污,,,,,更换CF卡,,,,,,,,,,,,,,,,
,,,,岳阳东-武汉,,E27:2725,,,,,,,,,,,,门不动作,,,,,岳阳东-武汉,,,西宁—西安北,,,,G4011,,,,,,,,,,,,,,,,,,,,门不动作,,,,,更换悬挂筒，并优化结构,,,,,,,,,,,,,,,,
,,,,兰州站,,E27:2726,,,,,,,,,,,,部件松动/脱落/锈蚀,,,,,兰州站,,,佛山西-贵阳北,,,,G314,,,,,,,,,,,,,,,,,,,,部件松动/脱落/锈蚀,,,,,重新调整滑轮,,,,,,,,,,,,,,,,
,,,,扬州-全椒区间,,E27:2727,,,,,,,,,,,,屏幕雪花,,,,,扬州-全椒区间,,,黄冈-武汉,,,,G7252/3,,,,,,,,,,,,,,,,,,,,屏幕雪花,,,,,更换故障电磁阀,,,,,,,,,,,,,,,,
,,,,共青城-枫林,,E27:2728,,,,,,,,,,,,无法登入,,,,,共青城-枫林,,,德州东-北京南,,,,G101,,,,,,,,,,,,,,,,,,,,无法登入,,,,,调整锁舌长度,,,,,,,,,,,,,,,,
,,,,祁东站,,E27:2729,,,,,,,,,,,,冷量过低,,,,,祁东站,,,北京西一南宁东,,,,0D3820,,,,,,,,,,,,,,,,,,,,冷量过低,,,,,更换滑块,,,,,,,,,,,,,,,,
,,,,北京西-长沙南,,E27:2730,,,,,,,,,,,,转轴松动/断裂,,,,,北京西-长沙南,,,郑州东14:00-北京西16:26,,,,G564,,,,,,,,,,,,,,,,,,,,转轴松动/断裂,,,,,更换MCU故障,,,,,,,,,,,,,,,,
,,,,运城北-北京西,,E27:2731,,,,,,,,,,,,变频器故障,,,,,运城北-北京西,,,兰州西-北京西,,,,G7099,,,,,,,,,,,,,,,,,,,,变频器故障,,,,,更换弓头支架,,,,,,,,,,,,,,,,
,,,,温州站开车后,,E27:2732,,,,,,,,,,,,与制动盘不密贴,,,,,温州站开车后,,,济南西8：28-青岛11：49,,,,南京南-昆明南,,,,,,,,,,,,,,,,,,,,与制动盘不密贴,,,,,更换ROM,,,,,,,,,,,,,,,,
,,,,抚州-南昌西,,E27:2733,,,,,,,,,,,,热轴,,,,,抚州-南昌西,,,南昌-九江-杭州东,,,,G488次,,,,,,,,,,,,,,,,,,,,热轴,,,,,更换卷帘,,,,,,,,,,,,,,,,
,,,,石家庄-邯郸东,,E27:2734,,,,,,,,,,,,输出错误,,,,,石家庄-邯郸东,,,北京-武汉,,,,D2852,,,,,,,,,,,,,,,,,,,,输出错误,,,,,更换新品，新造改进四角结构,,,,,,,,,,,,,,,,
,,,,太谷站,,E27:2735,,,,,,,,,,,,全列/多辆车广播不同步,,,,,太谷站,,,G2602,,,,G1636,,,,,,,,,,,,,,,,,,,,全列/多辆车广播不同步,,,,,重新安装阀,,,,,,,,,,,,,,,,
,,,,恭城-桂林北,,E27:2736,,,,,,,,,,,,降弓速度过快,,,,,恭城-桂林北,,,江油—峨眉山,,,,D6008,,,,,,,,,,,,,,,,,,,,降弓速度过快,,,,,紧固连接器,,,,,,,,,,,,,,,,
,,,,株洲西-长沙南,,E27:2737,,,,,,,,,,,,动作不良,,,,,株洲西-长沙南,,,石家庄-济南西,,,,G632次,,,,,,,,,,,,,,,,,,,,动作不良,,,,,调整钢丝绳,,,,,,,,,,,,,,,,
,,,,北京西-涿州东,,E27:2738,,,,,,,,,,,,热裂纹,,,,,北京西-涿州东,,,123,,,,G623,,,,,,,,,,,,,,,,,,,,热裂纹,,,,,更换微波炉,,,,,,,,,,,,,,,,
,,,,三水南-贺州,,E27:2739,,,,,,,,,,,,玻璃裂纹/碎裂,,,,,三水南-贺州,,,泉州-深圳北,,,,G6537,,,,,,,,,,,,,,,,,,,,玻璃裂纹/碎裂,,,,,更换压紧缸,,,,,,,,,,,,,,,,
,,,,高邑西-邢台东区间,,E27:2740,,,,,,,,,,,,无彩色,,,,,高邑西-邢台东区间,,,武汉19:00-黄冈东19:53,,,,G6705,,,,,,,,,,,,,,,,,,,,无彩色,,,,,刷新CF卡,,,,,,,,,,,,,,,,
,,,,驻马店至郑州东,,E27:2741,,,,,,,,,,,,电源板输入板故障,,,,,驻马店至郑州东,,,广州南至深圳北,,,,D8265次,,,,,,,,,,,,,,,,,,,,电源板输入板故障,,,,,补刮腻子，喷漆修复,,,,,,,,,,,,,,,,
,,,,北京南站发车时,,E27:2742,,,,,,,,,,,,异常排气,,,,,北京南站发车时,,,秦皇岛-成都东,,,,D5992,,,,,,,,,,,,,,,,,,,,异常排气,,,,,在骨架上增加防寒材,,,,,,,,,,,,,,,,
,,,,常德-汉寿区间,,E27:2743,,,,,,,,,,,,FM天线电缆断裂,,,,,常德-汉寿区间,,,深圳北-深圳动车所,,,,G9840,,,,,,,,,,,,,,,,,,,,FM天线电缆断裂,,,,,更换PAC,,,,,,,,,,,,,,,,
,,,,深圳北-昆明南,,E27:2744,,,,,,,,,,,,牵引失流,,,,,深圳北-昆明南,,,昆明南-郑州东,,,,G572,,,,,,,,,,,,,,,,,,,,牵引失流,,,,,未超限维持运行，重点观察,,,,,,,,,,,,,,,,
,,,,石岗-广南,,E27:2745,,,,,,,,,,,,外壳裂纹,,,,,石岗-广南,,,广州南-百色,,,,G7684,,,,,,,,,,,,,,,,,,,,外壳裂纹,,,,,重新刷卡,,,,,,,,,,,,,,,,
,,,,柳州—南宁东区间0,,E27:2746,,,,,,,,,,,,不显示公里标,,,,,柳州—南宁东区间0,,,D657,,,,G603,,,,,,,,,,,,,,,,,,,,不显示公里标,,,,,调整扬声器谐振片,,,,,,,,,,,,,,,,
,,,,北京南站发车后,,E27:2747,,,,,,,,,,,,液位显示摆杆失效,,,,,北京南站发车后,,,昆明南-南宁东,,,,G1651,,,,,,,,,,,,,,,,,,,,液位显示摆杆失效,,,,,修复箱体,,,,,,,,,,,,,,,,
,,,,绍兴北至余姚北区间,,E27:2748,,,,,,,,,,,,无法降弓,,,,,绍兴北至余姚北区间,,,G1008,,,,D2278,,,,,,,,,,,,,,,,,,,,无法降弓,,,,,更换电机控制线,,,,,,,,,,,,,,,,
,,,,乐山-峨眉山,,E27:2749,,,,,,,,,,,,抱死,,,,,乐山-峨眉山,,,北京南-长沙南,,,,G518,,,,,,,,,,,,,,,,,,,,抱死,,,,,更新故障件,,,,,,,,,,,,,,,,
,,,,新余北至宜春区间,,E27:2750,,,,,,,,,,,,高压接头泄漏,,,,,新余北至宜春区间,,,(蚌阜南？广州南,,,,55501,,,,,,,,,,,,,,,,,,,,高压接头泄漏,,,,,更换客室空调装置接触器,,,,,,,,,,,,,,,,
,,,,郴州西-株洲西,,E27:2751,,,,,,,,,,,,手柄卡滞,,,,,郴州西-株洲西,,,运城北-济南西,,,,G633次,,,,,,,,,,,,,,,,,,,,手柄卡滞,,,,,更换相关电控板,,,,,,,,,,,,,,,,
,,,,岳阳东至长沙南,,E27:2752,,,,,,,,,,,,触头间短路,,,,,岳阳东至长沙南,,,南京南-厦门北,,,,G8912,,,,,,,,,,,,,,,,,,,,触头间短路,,,,,调整门机构安装,,,,,,,,,,,,,,,,
,,,,高邑西—郑州东,,E27:2753,,,,,,,,,,,,卡槽失效,,,,,高邑西—郑州东,,,南通-重庆北,,,,D56,,,,,,,,,,,,,,,,,,,,卡槽失效,,,,,刮雨器电机损坏裂纹,,,,,,,,,,,,,,,,
,,,,石家庄-高碑店东区间,,E27:2754,,,,,,,,,,,,噪音大,,,,,石家庄-高碑店东区间,,,广州南？蚌埠南,,,,G303,,,,,,,,,,,,,,,,,,,,噪音大,,,,,更换电机或门空控器,,,,,,,,,,,,,,,,
,,,,无锡站,,E27:2755,,,,,,,,,,,,撒砂量小,,,,,无锡站,,,西九龙-北京西,,,,D5082,,,,,,,,,,,,,,,,,,,,撒砂量小,,,,,清理司机室空调滤网,,,,,,,,,,,,,,,,
,,,,鹤壁东到郑州东,,E27:2756,,,,,,,,,,,,DC/DC转换器故障,,,,,鹤壁东到郑州东,,,杭州东-厦门,,,,G1894,,,,,,,,,,,,,,,,,,,,DC/DC转换器故障,,,,,修复粘接,,,,,,,,,,,,,,,,
,,,,荆州-仙桃西区间,,E27:2757,,,,,,,,,,,,制动夹钳不动作,,,,,荆州-仙桃西区间,,,青岛7:36-厦门北20:57,,,,D2654,,,,,,,,,,,,,,,,,,,,制动夹钳不动作,,,,,清理油冷却器,,,,,,,,,,,,,,,,
